Consumption prognosis in MWh,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
7/7/2019,08 - 09,11164,11448,7330,1964,1188,777,711,1185
7/7/2019,09 - 10,11431,12019,7484,2084,1294,809,747,1236
7/7/2019,10 - 11,11677,12463,7617,2138,1370,817,758,1248
7/7/2019,11 - 12,11851,12739,7636,2160,1388,824,755,1251
7/7/2019,12 - 13,11899,12767,7603,2113,1378,817,748,1253
7/7/2019,13 - 14,11804,12742,7569,2083,1368,802,744,1242
7/7/2019,14 - 15,11875,12619,7576,2079,1347,793,739,1227
7/7/2019,15 - 16,11905,12553,7579,2061,1331,794,733,1250
7/7/2019,16 - 17,11977,12642,7627,2092,1351,799,733,1246
7/7/2019,17 - 18,12073,12738,7634,2213,1439,791,732,1247
7/7/2019,18 - 19,12158,12768,7689,2251,1481,806,732,1254
7/7/2019,19 - 20,12171,12741,7700,2136,1435,804,731,1250
7/7/2019,20 - 21,12138,12585,7552,2045,1369,787,725,1224
7/7/2019,21 - 22,12054,12356,7737,1957,1311,759,712,1198
7/7/2019,22 - 23,11884,12201,7697,1909,1261,735,676,1118
7/7/2019,23 - 00,11594,11780,7354,1842,1193,690,584,1003
8/7/2019,00 - 01,11142,11018,7162,1747,1111,640,543,949
8/7/2019,01 - 02,10885,10741,6984,1669,1026,624,522,921
8/7/2019,02 - 03,10770,10632,6900,1643,980,605,512,912
8/7/2019,03 - 04,10733,10508,6886,1632,961,589,504,898
8/7/2019,04 - 05,10688,10401,7067,1679,988,613,526,935
8/7/2019,05 - 06,10901,10769,7609,1787,1052,694,634,1121
8/7/2019,06 - 07,11832,11985,8071,2023,1178,819,756,1303
8/7/2019,07 - 08,12884,13262,8353,2363,1414,926,871,1451
8/7/2019,08 - 09,13271,14006,8517,2619,1580,976,905,1529
8/7/2019,09 - 10,13290,14383,8612,2702,1658,1003,935,1547
8/7/2019,10 - 11,13303,14613,8668,2774,1702,996,939,1561
8/7/2019,11 - 12,13226,14655,8693,2766,1718,990,929,1553
8/7/2019,12 - 13,13171,14622,8661,2728,1700,997,944,1574
8/7/2019,13 - 14,13147,14539,8609,2764,1648,991,919,1555
8/7/2019,14 - 15,13129,14393,8575,2732,1597,979,904,1536
8/7/2019,15 - 16,13096,14300,8513,2675,1552,950,885,1503
8/7/2019,16 - 17,13050,14112,8476,2639,1533,921,869,1449
8/7/2019,17 - 18,12996,14119,8412,2675,1589,895,835,1429
8/7/2019,18 - 19,12815,13890,8436,2591,1553,868,810,1411
8/7/2019,19 - 20,12701,13635,8390,2511,1476,848,787,1377
8/7/2019,20 - 21,12605,13303,8149,2462,1401,813,765,1341
8/7/2019,21 - 22,12406,12945,8222,2373,1344,793,741,1295
8/7/2019,22 - 23,12122,12638,8100,2241,1311,759,702,1186
8/7/2019,23 - 00,11711,12029,7679,2151,1241,703,614,1079
9/7/2019,00 - 01,11077,11268,7464,1911,1117,644,559,1000
9/7/2019,01 - 02,10806,10944,7300,1778,1031,632,538,975
9/7/2019,02 - 03,10685,10786,7221,1755,995,608,530,967
9/7/2019,03 - 04,10658,10671,7163,1782,1000,592,515,958
9/7/2019,04 - 05,10635,10555,7308,1798,1001,617,532,982
9/7/2019,05 - 06,10894,10891,7812,1871,1049,705,621,1144
9/7/2019,06 - 07,11701,11969,8179,2068,1196,824,738,1315
9/7/2019,07 - 08,12728,13147,8442,2353,1394,927,851,1449
9/7/2019,08 - 09,13080,13780,8573,2594,1521,991,896,1533
9/7/2019,09 - 10,13135,14107,8651,2652,1598,1005,907,1546
9/7/2019,10 - 11,13238,14327,8727,2722,1625,991,909,1550
9/7/2019,11 - 12,13206,14316,8739,2714,1620,977,885,1531
9/7/2019,12 - 13,13143,14290,8701,2676,1600,991,908,1548
9/7/2019,13 - 14,12970,14196,8648,2722,1594,976,898,1521
9/7/2019,14 - 15,12964,14099,8623,2645,1560,964,884,1506
9/7/2019,15 - 16,12905,14033,8562,2556,1519,940,867,1461
9/7/2019,16 - 17,12868,13796,8527,2526,1498,922,839,1424
9/7/2019,17 - 18,12768,13803,8452,2593,1559,907,818,1405
9/7/2019,18 - 19,12525,13582,8456,2578,1526,880,796,1385
9/7/2019,19 - 20,12473,13330,8399,2469,1452,866,784,1361
9/7/2019,20 - 21,12375,13018,8167,2371,1383,836,759,1326
9/7/2019,21 - 22,12220,12651,8257,2202,1330,806,721,1290
9/7/2019,22 - 23,11940,12394,8147,2153,1288,768,679,1195
9/7/2019,23 - 00,11522,11836,7722,2084,1219,702,599,1082
10/7/2019,00 - 01,10974,11230,7434,1937,1143,654,591,1022
10/7/2019,01 - 02,10704,10895,7271,1786,1065,634,569,995
10/7/2019,02 - 03,10576,10722,7196,1725,1025,615,559,982
10/7/2019,03 - 04,10474,10597,7130,1755,1020,595,541,972
10/7/2019,04 - 05,10381,10473,7273,1795,994,614,559,997
10/7/2019,05 - 06,10570,10797,7790,1856,1025,715,652,1163
10/7/2019,06 - 07,11448,11893,8178,2065,1179,817,762,1318
10/7/2019,07 - 08,12371,13108,8446,2352,1378,932,877,1459
10/7/2019,08 - 09,12711,13794,8618,2557,1506,975,933,1516
10/7/2019,09 - 10,12858,14162,8694,2622,1573,986,938,1538
10/7/2019,10 - 11,12794,14431,8752,2713,1612,983,936,1539
10/7/2019,11 - 12,12747,14485,8756,2726,1620,977,911,1523
10/7/2019,12 - 13,12679,14453,8713,2625,1585,987,934,1544
10/7/2019,13 - 14,12606,14348,8614,2647,1587,976,923,1522
10/7/2019,14 - 15,12552,14218,8574,2596,1552,964,905,1505
10/7/2019,15 - 16,12512,14090,8507,2493,1495,939,888,1465
10/7/2019,16 - 17,12526,13858,8462,2445,1489,920,862,1428
10/7/2019,17 - 18,12379,13809,8394,2533,1546,901,841,1403
10/7/2019,18 - 19,12213,13570,8424,2554,1523,878,806,1376
10/7/2019,19 - 20,12189,13290,8392,2458,1443,857,792,1350
10/7/2019,20 - 21,12124,12974,8165,2355,1366,843,774,1325
10/7/2019,21 - 22,11983,12624,8247,2272,1307,810,755,1278
10/7/2019,22 - 23,11759,12367,8139,2188,1259,763,716,1193
10/7/2019,23 - 00,11394,11788,7725,2041,1188,705,634,1093
11/7/2019,00 - 01,10924,11217,7385,1904,1077,683,591,1018
11/7/2019,01 - 02,10656,10886,7256,1807,1010,661,570,998
11/7/2019,02 - 03,10474,10726,7210,1775,997,650,559,986
11/7/2019,03 - 04,10366,10610,7148,1784,1001,630,546,976
11/7/2019,04 - 05,10236,10476,7293,1808,991,652,563,1002
11/7/2019,05 - 06,10451,10785,7794,1878,1019,736,658,1163
11/7/2019,06 - 07,11238,11845,8178,2098,1168,842,766,1315
11/7/2019,07 - 08,12134,13021,8449,2423,1371,948,888,1455
11/7/2019,08 - 09,12496,13674,8601,2657,1503,1006,924,1514
11/7/2019,09 - 10,12546,14001,8678,2732,1585,1011,939,1534
11/7/2019,10 - 11,12547,14241,8744,2816,1618,1019,922,1546
11/7/2019,11 - 12,12546,14314,8767,2791,1618,1015,896,1537
11/7/2019,12 - 13,12461,14274,8725,2705,1605,1026,915,1553
11/7/2019,13 - 14,12431,14165,8681,2697,1604,1008,911,1525
11/7/2019,14 - 15,12444,14034,8657,2637,1571,998,897,1502
11/7/2019,15 - 16,12396,13922,8590,2543,1518,972,877,1463
11/7/2019,16 - 17,12368,13677,8562,2486,1510,956,855,1425
11/7/2019,17 - 18,12394,13664,8486,2630,1564,937,848,1407
11/7/2019,18 - 19,12257,13410,8486,2628,1518,916,818,1392
11/7/2019,19 - 20,12207,13178,8426,2524,1448,886,802,1366
11/7/2019,20 - 21,12125,12851,8178,2430,1367,859,785,1337
11/7/2019,21 - 22,12036,12507,8244,2330,1307,841,757,1288
11/7/2019,22 - 23,11836,12224,8131,2237,1273,796,708,1189
11/7/2019,23 - 00,11542,11637,7725,2066,1206,733,631,1104
12/7/2019,00 - 01,10888,10966,7335,1885,1098,699,582,1011
12/7/2019,01 - 02,10639,10638,7178,1788,1039,678,568,979
12/7/2019,02 - 03,10516,10494,7100,1744,1001,662,557,969
12/7/2019,03 - 04,10474,10374,7035,1755,1007,640,543,965
12/7/2019,04 - 05,10437,10217,7172,1773,1012,657,559,987
12/7/2019,05 - 06,10723,10515,7677,1850,1045,757,655,1146
12/7/2019,06 - 07,11369,11576,8096,2077,1190,861,763,1319
12/7/2019,07 - 08,12223,12731,8377,2346,1369,970,874,1451
12/7/2019,08 - 09,12743,13367,8551,2536,1499,1017,920,1515
12/7/2019,09 - 10,12878,13695,8604,2636,1567,1027,926,1542
12/7/2019,10 - 11,12923,13900,8648,2672,1600,1017,928,1552
12/7/2019,11 - 12,12802,13869,8640,2618,1610,1005,907,1542
12/7/2019,12 - 13,12694,13786,8601,2543,1598,1015,911,1548
12/7/2019,13 - 14,12618,13583,8546,2472,1573,1007,911,1519
12/7/2019,14 - 15,12541,13392,8508,2356,1523,995,874,1492
12/7/2019,15 - 16,12396,13248,8461,2271,1478,971,866,1454
12/7/2019,16 - 17,12300,13079,8407,2245,1464,953,856,1413
12/7/2019,17 - 18,12174,13026,8339,2339,1501,927,833,1385
12/7/2019,18 - 19,12063,12792,8314,2289,1482,910,807,1367
12/7/2019,19 - 20,11986,12468,8247,2178,1417,891,788,1334
12/7/2019,20 - 21,11812,12066,7967,2097,1354,874,782,1296
12/7/2019,21 - 22,11617,11712,8044,1998,1289,845,753,1244
12/7/2019,22 - 23,11416,11548,7943,1921,1236,813,710,1159
12/7/2019,23 - 00,11298,11147,7546,1806,1180,754,645,1083
13-07-2019,00 - 01,10739,10548,7182,1681,1084,647,584,1024
13-07-2019,01 - 02,10461,10223,7015,1584,1008,620,561,981
13-07-2019,02 - 03,10269,10049,6922,1552,969,602,547,965
13-07-2019,03 - 04,10205,9920,6829,1525,949,580,531,942
13-07-2019,04 - 05,10061,9722,6823,1524,956,580,528,918
13-07-2019,05 - 06,10037,9685,7017,1504,945,616,564,971
13-07-2019,06 - 07,10047,9946,7195,1601,988,679,624,1052
13-07-2019,07 - 08,10296,10410,7420,1766,1092,757,693,1151
13-07-2019,08 - 09,10821,11062,7587,1930,1226,809,756,1229
13-07-2019,09 - 10,11322,11648,7674,2032,1317,841,777,1272
13-07-2019,10 - 11,11610,12001,7778,2082,1374,843,771,1285
13-07-2019,11 - 12,11669,12114,7787,2073,1393,836,770,1282
13-07-2019,12 - 13,11584,12033,7788,2053,1385,829,767,1279
13-07-2019,13 - 14,11566,11883,7765,2001,1366,827,751,1257
13-07-2019,14 - 15,11475,11722,7799,1954,1338,808,755,1235
13-07-2019,15 - 16,11421,11642,7869,1937,1328,804,751,1255
13-07-2019,16 - 17,11433,11623,7926,1955,1330,794,740,1249
13-07-2019,17 - 18,11580,11709,7919,2073,1368,791,733,1237
13-07-2019,18 - 19,11638,11628,7943,2091,1367,791,726,1227
13-07-2019,19 - 20,11536,11483,7821,1964,1306,775,723,1210
13-07-2019,20 - 21,11394,11291,7586,1903,1265,752,703,1185
13-07-2019,21 - 22,11160,11137,7758,1821,1224,727,681,1167
13-07-2019,22 - 23,10963,11078,7716,1781,1209,708,658,1109
13-07-2019,23 - 00,10916,10766,7368,1714,1187,678,606,1011
14-07-2019,00 - 01,10583,10273,7181,1612,1085,618,569,973
14-07-2019,01 - 02,10290,9983,7025,1570,1010,596,546,927
14-07-2019,02 - 03,10173,9822,6903,1539,957,579,534,903
14-07-2019,03 - 04,10077,9710,6790,1536,931,560,511,888
14-07-2019,04 - 05,9953,9492,6735,1553,909,559,511,879
14-07-2019,05 - 06,9899,9412,6846,1546,897,572,545,924
14-07-2019,06 - 07,9938,9590,6963,1601,954,631,588,996
14-07-2019,07 - 08,10186,9938,7148,1751,1066,701,660,1119
14-07-2019,08 - 09,10525,10462,7352,1902,1183,758,713,1209
14-07-2019,09 - 10,10844,11012,7504,1986,1271,791,744,1269
14-07-2019,10 - 11,11100,11433,7641,2014,1332,789,755,1281
14-07-2019,11 - 12,11312,11664,7664,2020,1366,793,748,1276
14-07-2019,12 - 13,11322,11708,7655,1989,1375,778,747,1276
14-07-2019,13 - 14,11230,11665,7632,1957,1375,772,739,1270
14-07-2019,14 - 15,11272,11602,7623,1939,1357,763,732,1251
14-07-2019,15 - 16,11272,11526,7654,1912,1314,769,729,1248
14-07-2019,16 - 17,11351,11568,7688,1950,1328,771,729,1250
14-07-2019,17 - 18,11373,11679,7688,2106,1381,784,731,1247
14-07-2019,18 - 19,11477,11711,7723,2169,1410,786,734,1242
14-07-2019,19 - 20,11547,11650,7709,2055,1336,775,730,1230
14-07-2019,20 - 21,11563,11515,7582,2009,1278,773,724,1212
14-07-2019,21 - 22,11477,11333,7765,1982,1213,739,701,1190
14-07-2019,22 - 23,11356,11185,7734,1935,1197,719,664,1114
14-07-2019,23 - 00,11118,10752,7406,1806,1146,679,596,1025
15-07-2019,00 - 01,10672,10107,7234,1660,1059,704,556,1013
15-07-2019,01 - 02,10407,9827,7063,1574,999,678,534,975
15-07-2019,02 - 03,10273,9696,7003,1575,969,666,524,955
15-07-2019,03 - 04,10241,9608,6986,1590,973,650,512,947
15-07-2019,04 - 05,10186,9504,7138,1601,966,668,534,966
15-07-2019,05 - 06,10408,9802,7640,1658,1004,760,631,1149
15-07-2019,06 - 07,11348,10907,8080,1856,1131,873,738,1306
15-07-2019,07 - 08,12364,12151,8359,2118,1305,985,864,1445
15-07-2019,08 - 09,12798,12925,8525,2387,1442,1023,928,1511
15-07-2019,09 - 10,12977,13354,8637,2493,1523,1031,942,1535
15-07-2019,10 - 11,13044,13648,8698,2563,1581,1026,943,1547
15-07-2019,11 - 12,12925,13740,8732,2562,1610,1012,930,1549
15-07-2019,12 - 13,12859,13736,8699,2501,1551,1024,936,1584
15-07-2019,13 - 14,12775,13708,8647,2503,1529,1002,930,1550
15-07-2019,14 - 15,12731,13587,8620,2460,1499,977,920,1529
15-07-2019,15 - 16,12634,13508,8554,2383,1465,959,906,1489
15-07-2019,16 - 17,12541,13331,8536,2346,1455,950,873,1447
15-07-2019,17 - 18,12478,13316,8450,2433,1498,930,860,1424
15-07-2019,18 - 19,12264,13120,8448,2414,1474,916,831,1401
15-07-2019,19 - 20,12135,12860,8390,2340,1429,895,814,1362
15-07-2019,20 - 21,12022,12511,8143,2248,1362,873,789,1344
15-07-2019,21 - 22,11846,12199,8222,2157,1293,847,769,1295
15-07-2019,22 - 23,11597,11919,8099,2055,1249,809,719,1183
15-07-2019,23 - 00,11264,11310,7670,1946,1176,743,640,1083
16-07-2019,00 - 01,10713,10685,7418,1809,1062,679,589,1012
16-07-2019,01 - 02,10466,10336,7292,1704,984,669,567,984
16-07-2019,02 - 03,10380,10170,7241,1672,965,655,554,972
16-07-2019,03 - 04,10342,10061,7190,1670,969,630,538,964
16-07-2019,04 - 05,10325,9933,7310,1699,960,645,550,981
16-07-2019,05 - 06,10517,10220,7770,1773,992,731,634,1136
16-07-2019,06 - 07,11212,11290,8101,1973,1137,850,738,1321
16-07-2019,07 - 08,12070,12518,8349,2212,1316,938,856,1450
16-07-2019,08 - 09,12464,13282,8490,2395,1441,1001,905,1514
16-07-2019,09 - 10,12555,13695,8564,2493,1511,1014,920,1541
16-07-2019,10 - 11,12606,13984,8619,2552,1552,1007,921,1544
16-07-2019,11 - 12,12682,14078,8643,2531,1550,992,912,1544
16-07-2019,12 - 13,12646,14039,8614,2497,1531,1004,923,1575
16-07-2019,13 - 14,12471,13981,8562,2510,1523,997,921,1562
16-07-2019,14 - 15,12469,13864,8530,2465,1503,988,913,1523
16-07-2019,15 - 16,12427,13753,8472,2364,1469,966,894,1481
16-07-2019,16 - 17,12385,13557,8442,2323,1455,955,861,1424
16-07-2019,17 - 18,12263,13549,8374,2430,1485,939,843,1408
16-07-2019,18 - 19,12103,13330,8394,2418,1458,920,814,1391
16-07-2019,19 - 20,12089,13072,8356,2396,1389,899,794,1365
16-07-2019,20 - 21,12022,12753,8133,2339,1319,874,775,1345
16-07-2019,21 - 22,11866,12443,8206,2263,1276,841,751,1300
16-07-2019,22 - 23,11659,12160,8094,2137,1240,807,715,1187
16-07-2019,23 - 00,11341,11544,7703,1930,1163,745,637,1085
17-07-2019,00 - 01,10877,10779,7369,1806,1064,675,579,1012
17-07-2019,01 - 02,10589,10438,7254,1721,997,661,557,984
17-07-2019,02 - 03,10473,10275,7208,1693,973,650,549,977
17-07-2019,03 - 04,10343,10164,7165,1684,972,626,535,972
17-07-2019,04 - 05,10236,10051,7269,1705,973,642,544,987
17-07-2019,05 - 06,10425,10323,7669,1753,999,710,638,1148
17-07-2019,06 - 07,11241,11356,7960,1909,1124,830,750,1312
17-07-2019,07 - 08,12111,12532,8179,2174,1308,939,869,1457
17-07-2019,08 - 09,12479,13256,8304,2416,1446,986,921,1507
17-07-2019,09 - 10,12696,13631,8374,2526,1518,999,933,1529
17-07-2019,10 - 11,12683,13882,8420,2566,1553,996,930,1533
17-07-2019,11 - 12,12644,13940,8453,2478,1552,982,906,1530
17-07-2019,12 - 13,12549,13908,8425,2416,1544,995,920,1559
17-07-2019,13 - 14,12499,13819,8392,2440,1537,980,915,1535
17-07-2019,14 - 15,12454,13672,8375,2396,1514,975,898,1496
17-07-2019,15 - 16,12389,13575,8328,2318,1480,954,882,1464
17-07-2019,16 - 17,12370,13351,8305,2277,1459,938,852,1414
17-07-2019,17 - 18,12290,13321,8238,2333,1496,910,834,1389
17-07-2019,18 - 19,12158,13085,8238,2339,1485,895,815,1369
17-07-2019,19 - 20,12129,12811,8201,2295,1408,878,799,1342
17-07-2019,20 - 21,12043,12493,7992,2261,1330,846,776,1323
17-07-2019,21 - 22,11893,12189,8060,2134,1271,813,758,1287
17-07-2019,22 - 23,11689,11908,7947,2072,1232,787,714,1200
17-07-2019,23 - 00,11400,11309,7597,1901,1169,726,639,1097
18-07-2019,00 - 01,10607,10390,7291,1731,1060,678,593,1019
18-07-2019,01 - 02,10347,10056,7176,1644,993,661,570,994
18-07-2019,02 - 03,10144,9898,7120,1615,973,653,559,983
18-07-2019,03 - 04,10088,9794,7075,1605,975,633,548,979
18-07-2019,04 - 05,10037,9682,7182,1628,981,649,559,987
18-07-2019,05 - 06,10200,9935,7583,1659,1006,726,644,1136
18-07-2019,06 - 07,10910,10919,7864,1840,1131,831,751,1292
18-07-2019,07 - 08,11750,12048,8065,2093,1317,938,864,1434
18-07-2019,08 - 09,12180,12743,8178,2288,1442,986,923,1512
18-07-2019,09 - 10,12353,13117,8236,2383,1520,988,942,1526
18-07-2019,10 - 11,12475,13369,8280,2452,1558,986,931,1533
18-07-2019,11 - 12,12484,13420,8311,2448,1561,971,909,1529
18-07-2019,12 - 13,12388,13349,8271,2397,1549,982,928,1549
18-07-2019,13 - 14,12375,13261,8230,2399,1530,973,919,1526
18-07-2019,14 - 15,12389,13125,8211,2374,1507,956,916,1511
18-07-2019,15 - 16,12306,12975,8160,2269,1474,935,896,1469
18-07-2019,16 - 17,12206,12755,8144,2227,1456,921,856,1425
18-07-2019,17 - 18,12170,12715,8092,2314,1503,909,841,1405
18-07-2019,18 - 19,11990,12478,8110,2336,1479,893,822,1384
18-07-2019,19 - 20,11908,12209,8079,2314,1397,878,805,1353
18-07-2019,20 - 21,11782,11898,7869,2248,1318,858,783,1321
18-07-2019,21 - 22,11652,11605,7946,2083,1275,828,760,1282
18-07-2019,22 - 23,11469,11323,7836,1999,1243,791,709,1199
18-07-2019,23 - 00,11213,10730,7495,1890,1172,729,638,1110
