Wind power DK prognosis in MWh,,,
Data was last updated 31-12-2019,,,
,Hours,DK1,DK2
12/4/2019,01 - 02,483,62
12/4/2019,02 - 03,488,65
12/4/2019,03 - 04,465,84
12/4/2019,04 - 05,427,116
12/4/2019,05 - 06,414,141
12/4/2019,06 - 07,449,142
12/4/2019,07 - 08,473,152
12/4/2019,08 - 09,453,166
12/4/2019,09 - 10,471,179
12/4/2019,10 - 11,491,201
12/4/2019,11 - 12,496,240
12/4/2019,12 - 13,446,286
12/4/2019,13 - 14,399,304
12/4/2019,14 - 15,417,315
12/4/2019,15 - 16,474,338
12/4/2019,16 - 17,549,360
12/4/2019,17 - 18,593,356
12/4/2019,18 - 19,545,326
12/4/2019,19 - 20,473,269
12/4/2019,20 - 21,454,218
12/4/2019,21 - 22,458,154
12/4/2019,22 - 23,440,127
12/4/2019,23 - 00,367,127
13-04-2019,00 - 01,372,182
13-04-2019,01 - 02,336,181
13-04-2019,02 - 03,312,194
13-04-2019,03 - 04,321,241
13-04-2019,04 - 05,357,318
13-04-2019,05 - 06,398,360
13-04-2019,06 - 07,501,373
13-04-2019,07 - 08,621,404
13-04-2019,08 - 09,623,424
13-04-2019,09 - 10,698,435
13-04-2019,10 - 11,852,428
13-04-2019,11 - 12,1080,485
13-04-2019,12 - 13,1267,606
13-04-2019,13 - 14,1315,669
13-04-2019,14 - 15,1283,697
13-04-2019,15 - 16,1234,706
13-04-2019,16 - 17,1226,701
13-04-2019,17 - 18,1173,683
13-04-2019,18 - 19,991,642
13-04-2019,19 - 20,830,615
13-04-2019,20 - 21,774,608
13-04-2019,21 - 22,903,608
13-04-2019,22 - 23,975,590
13-04-2019,23 - 00,936,572
14-04-2019,00 - 01,1083,565
14-04-2019,01 - 02,1055,529
14-04-2019,02 - 03,1024,499
14-04-2019,03 - 04,988,483
14-04-2019,04 - 05,986,461
14-04-2019,05 - 06,1039,483
14-04-2019,06 - 07,1146,512
14-04-2019,07 - 08,1231,567
14-04-2019,08 - 09,1298,578
14-04-2019,09 - 10,1451,604
14-04-2019,10 - 11,1565,643
14-04-2019,11 - 12,1578,698
14-04-2019,12 - 13,1477,733
14-04-2019,13 - 14,1317,750
14-04-2019,14 - 15,1230,767
14-04-2019,15 - 16,1191,760
14-04-2019,16 - 17,1174,738
14-04-2019,17 - 18,1169,723
14-04-2019,18 - 19,1034,702
14-04-2019,19 - 20,866,670
14-04-2019,20 - 21,821,651
14-04-2019,21 - 22,922,629
14-04-2019,22 - 23,1011,611
14-04-2019,23 - 00,946,583
15-04-2019,00 - 01,935,613
15-04-2019,01 - 02,852,554
15-04-2019,02 - 03,821,495
15-04-2019,03 - 04,820,451
15-04-2019,04 - 05,792,422
15-04-2019,05 - 06,791,407
15-04-2019,06 - 07,812,391
15-04-2019,07 - 08,817,383
15-04-2019,08 - 09,831,383
15-04-2019,09 - 10,963,428
15-04-2019,10 - 11,1144,462
15-04-2019,11 - 12,1299,513
15-04-2019,12 - 13,1367,552
15-04-2019,13 - 14,1352,582
15-04-2019,14 - 15,1340,618
15-04-2019,15 - 16,1295,639
15-04-2019,16 - 17,1243,650
15-04-2019,17 - 18,1241,656
15-04-2019,18 - 19,1199,632
15-04-2019,19 - 20,1097,567
15-04-2019,20 - 21,1061,538
15-04-2019,21 - 22,1074,529
15-04-2019,22 - 23,1093,515
15-04-2019,23 - 00,1108,516
16-04-2019,00 - 01,1148,510
16-04-2019,01 - 02,1098,461
16-04-2019,02 - 03,1025,440
16-04-2019,03 - 04,1002,433
16-04-2019,04 - 05,972,431
16-04-2019,05 - 06,1031,433
16-04-2019,06 - 07,1161,426
16-04-2019,07 - 08,1288,424
16-04-2019,08 - 09,1392,420
16-04-2019,09 - 10,1634,438
16-04-2019,10 - 11,1925,443
16-04-2019,11 - 12,2076,470
16-04-2019,12 - 13,2122,510
16-04-2019,13 - 14,2102,532
16-04-2019,14 - 15,2050,573
16-04-2019,15 - 16,1919,615
16-04-2019,16 - 17,1793,638
16-04-2019,17 - 18,1751,659
16-04-2019,18 - 19,1628,664
16-04-2019,19 - 20,1471,656
16-04-2019,20 - 21,1476,696
16-04-2019,21 - 22,1661,726
16-04-2019,22 - 23,1868,728
16-04-2019,23 - 00,1987,713
17-04-2019,00 - 01,1994,754
17-04-2019,01 - 02,2054,703
17-04-2019,02 - 03,2044,655
17-04-2019,03 - 04,1957,590
17-04-2019,04 - 05,1822,527
17-04-2019,05 - 06,1778,492
17-04-2019,06 - 07,1764,441
17-04-2019,07 - 08,1677,382
17-04-2019,08 - 09,1487,312
17-04-2019,09 - 10,1269,262
17-04-2019,10 - 11,1128,239
17-04-2019,11 - 12,1110,245
17-04-2019,12 - 13,1130,276
17-04-2019,13 - 14,1148,304
17-04-2019,14 - 15,1132,346
17-04-2019,15 - 16,1086,377
17-04-2019,16 - 17,1013,387
17-04-2019,17 - 18,963,391
17-04-2019,18 - 19,870,390
17-04-2019,19 - 20,755,381
17-04-2019,20 - 21,746,393
17-04-2019,21 - 22,810,389
17-04-2019,22 - 23,828,384
17-04-2019,23 - 00,845,382
18-04-2019,00 - 01,731,305
18-04-2019,01 - 02,752,316
18-04-2019,02 - 03,770,320
18-04-2019,03 - 04,699,315
18-04-2019,04 - 05,681,304
18-04-2019,05 - 06,727,291
18-04-2019,06 - 07,770,287
18-04-2019,07 - 08,771,292
18-04-2019,08 - 09,689,283
18-04-2019,09 - 10,596,305
18-04-2019,10 - 11,531,295
18-04-2019,11 - 12,554,321
18-04-2019,12 - 13,636,347
18-04-2019,13 - 14,695,374
18-04-2019,14 - 15,700,404
18-04-2019,15 - 16,670,396
18-04-2019,16 - 17,654,379
18-04-2019,17 - 18,660,357
18-04-2019,18 - 19,609,336
18-04-2019,19 - 20,547,315
18-04-2019,20 - 21,559,320
18-04-2019,21 - 22,634,326
18-04-2019,22 - 23,655,347
18-04-2019,23 - 00,647,345
19-04-2019,00 - 01,669,300
19-04-2019,01 - 02,643,252
19-04-2019,02 - 03,625,234
19-04-2019,03 - 04,581,231
19-04-2019,04 - 05,540,243
19-04-2019,05 - 06,495,256
19-04-2019,06 - 07,473,239
19-04-2019,07 - 08,451,236
19-04-2019,08 - 09,386,223
19-04-2019,09 - 10,326,201
19-04-2019,10 - 11,275,158
19-04-2019,11 - 12,262,154
19-04-2019,12 - 13,255,186
19-04-2019,13 - 14,235,215
19-04-2019,14 - 15,216,240
19-04-2019,15 - 16,200,237
19-04-2019,16 - 17,200,230
19-04-2019,17 - 18,208,210
19-04-2019,18 - 19,216,196
19-04-2019,19 - 20,217,169
19-04-2019,20 - 21,227,145
19-04-2019,21 - 22,241,119
19-04-2019,22 - 23,240,94
19-04-2019,23 - 00,208,69
20-04-2019,00 - 01,187,54
20-04-2019,01 - 02,153,58
20-04-2019,02 - 03,135,60
20-04-2019,03 - 04,120,50
20-04-2019,04 - 05,102,35
20-04-2019,05 - 06,94,22
20-04-2019,06 - 07,86,14
20-04-2019,07 - 08,81,12
20-04-2019,08 - 09,77,10
20-04-2019,09 - 10,70,9
20-04-2019,10 - 11,56,8
20-04-2019,11 - 12,51,12
20-04-2019,12 - 13,50,16
20-04-2019,13 - 14,51,16
20-04-2019,14 - 15,69,16
20-04-2019,15 - 16,109,17
20-04-2019,16 - 17,150,16
20-04-2019,17 - 18,182,18
20-04-2019,18 - 19,207,17
20-04-2019,19 - 20,208,14
20-04-2019,20 - 21,195,14
20-04-2019,21 - 22,213,12
20-04-2019,22 - 23,217,11
20-04-2019,23 - 00,211,10
21-04-2019,00 - 01,167,11
21-04-2019,01 - 02,141,13
21-04-2019,02 - 03,124,11
21-04-2019,03 - 04,124,10
21-04-2019,04 - 05,134,10
21-04-2019,05 - 06,144,10
21-04-2019,06 - 07,159,9
21-04-2019,07 - 08,174,9
21-04-2019,08 - 09,169,8
21-04-2019,09 - 10,160,7
21-04-2019,10 - 11,154,8
21-04-2019,11 - 12,147,10
21-04-2019,12 - 13,144,12
21-04-2019,13 - 14,140,15
21-04-2019,14 - 15,133,17
21-04-2019,15 - 16,144,17
21-04-2019,16 - 17,169,15
21-04-2019,17 - 18,194,15
21-04-2019,18 - 19,183,15
21-04-2019,19 - 20,155,18
21-04-2019,20 - 21,143,27
21-04-2019,21 - 22,139,28
21-04-2019,22 - 23,157,35
21-04-2019,23 - 00,175,43
22-04-2019,00 - 01,266,71
22-04-2019,01 - 02,321,80
22-04-2019,02 - 03,407,90
22-04-2019,03 - 04,487,93
22-04-2019,04 - 05,567,94
22-04-2019,05 - 06,668,104
22-04-2019,06 - 07,747,111
22-04-2019,07 - 08,755,122
22-04-2019,08 - 09,721,128
22-04-2019,09 - 10,720,156
22-04-2019,10 - 11,781,197
22-04-2019,11 - 12,896,269
22-04-2019,12 - 13,1058,376
22-04-2019,13 - 14,1249,454
22-04-2019,14 - 15,1449,553
22-04-2019,15 - 16,1641,652
22-04-2019,16 - 17,1851,706
22-04-2019,17 - 18,1997,721
22-04-2019,18 - 19,2076,731
22-04-2019,19 - 20,2135,726
22-04-2019,20 - 21,2168,750
22-04-2019,21 - 22,2227,754
22-04-2019,22 - 23,2345,755
22-04-2019,23 - 00,2342,738
23-04-2019,00 - 01,2502,760
23-04-2019,01 - 02,2310,755
23-04-2019,02 - 03,2167,781
23-04-2019,03 - 04,2174,774
23-04-2019,04 - 05,2210,774
23-04-2019,05 - 06,2344,780
23-04-2019,06 - 07,2427,790
23-04-2019,07 - 08,2518,823
23-04-2019,08 - 09,2554,811
23-04-2019,09 - 10,2784,861
23-04-2019,10 - 11,3125,909
23-04-2019,11 - 12,3402,951
23-04-2019,12 - 13,3603,999
23-04-2019,13 - 14,3730,1025
23-04-2019,14 - 15,3821,1050
23-04-2019,15 - 16,3856,1059
23-04-2019,16 - 17,3868,1047
23-04-2019,17 - 18,3818,1016
23-04-2019,18 - 19,3732,997
23-04-2019,19 - 20,3616,971
23-04-2019,20 - 21,3553,964
23-04-2019,21 - 22,3394,928
23-04-2019,22 - 23,3324,912
23-04-2019,23 - 00,3200,887
24-04-2019,00 - 01,3140,925
24-04-2019,01 - 02,3108,916
24-04-2019,02 - 03,3044,913
24-04-2019,03 - 04,2980,882
24-04-2019,04 - 05,3030,862
24-04-2019,05 - 06,3145,841
24-04-2019,06 - 07,3064,826
24-04-2019,07 - 08,3051,838
24-04-2019,08 - 09,2924,796
24-04-2019,09 - 10,2953,801
24-04-2019,10 - 11,3077,796
24-04-2019,11 - 12,3147,757
24-04-2019,12 - 13,3163,731
24-04-2019,13 - 14,3125,684
24-04-2019,14 - 15,3043,660
24-04-2019,15 - 16,2870,606
24-04-2019,16 - 17,2672,531
24-04-2019,17 - 18,2552,474
24-04-2019,18 - 19,2426,468
24-04-2019,19 - 20,2314,492
24-04-2019,20 - 21,2278,536
24-04-2019,21 - 22,2251,560
24-04-2019,22 - 23,2261,572
24-04-2019,23 - 00,2177,563
25-04-2019,00 - 01,2255,538
25-04-2019,01 - 02,2209,556
25-04-2019,02 - 03,2226,562
25-04-2019,03 - 04,2216,502
25-04-2019,04 - 05,2137,361
25-04-2019,05 - 06,1964,280
25-04-2019,06 - 07,1692,236
25-04-2019,07 - 08,1440,201
25-04-2019,08 - 09,1174,157
25-04-2019,09 - 10,971,123
25-04-2019,10 - 11,823,87
25-04-2019,11 - 12,669,61
25-04-2019,12 - 13,550,51
25-04-2019,13 - 14,486,50
25-04-2019,14 - 15,402,53
25-04-2019,15 - 16,346,57
25-04-2019,16 - 17,336,68
25-04-2019,17 - 18,392,81
25-04-2019,18 - 19,428,109
25-04-2019,19 - 20,461,140
25-04-2019,20 - 21,493,189
25-04-2019,21 - 22,532,243
25-04-2019,22 - 23,634,309
25-04-2019,23 - 00,755,362
26-04-2019,00 - 01,1202,555
26-04-2019,01 - 02,1317,590
26-04-2019,02 - 03,1433,610
26-04-2019,03 - 04,1499,610
26-04-2019,04 - 05,1530,606
26-04-2019,05 - 06,1520,601
26-04-2019,06 - 07,1446,610
26-04-2019,07 - 08,1293,615
26-04-2019,08 - 09,1052,566
26-04-2019,09 - 10,878,528
26-04-2019,10 - 11,810,460
26-04-2019,11 - 12,779,392
26-04-2019,12 - 13,782,309
26-04-2019,13 - 14,821,216
26-04-2019,14 - 15,828,189
26-04-2019,15 - 16,699,246
26-04-2019,16 - 17,577,360
26-04-2019,17 - 18,515,394
26-04-2019,18 - 19,491,410
26-04-2019,19 - 20,506,427
26-04-2019,20 - 21,537,445
26-04-2019,21 - 22,628,410
26-04-2019,22 - 23,658,398
26-04-2019,23 - 00,600,398
27-04-2019,00 - 01,561,479
27-04-2019,01 - 02,576,440
27-04-2019,02 - 03,555,407
27-04-2019,03 - 04,533,361
27-04-2019,04 - 05,550,321
27-04-2019,05 - 06,534,272
27-04-2019,06 - 07,510,212
27-04-2019,07 - 08,495,173
27-04-2019,08 - 09,424,115
27-04-2019,09 - 10,366,84
27-04-2019,10 - 11,348,61
27-04-2019,11 - 12,378,49
27-04-2019,12 - 13,394,41
27-04-2019,13 - 14,386,34
27-04-2019,14 - 15,400,31
27-04-2019,15 - 16,414,26
27-04-2019,16 - 17,393,26
27-04-2019,17 - 18,352,30
27-04-2019,18 - 19,306,59
27-04-2019,19 - 20,259,115
27-04-2019,20 - 21,212,119
27-04-2019,21 - 22,181,95
27-04-2019,22 - 23,171,95
27-04-2019,23 - 00,163,103
28-04-2019,00 - 01,77,71
28-04-2019,01 - 02,81,144
28-04-2019,02 - 03,87,171
28-04-2019,03 - 04,94,178
28-04-2019,04 - 05,147,183
28-04-2019,05 - 06,184,168
28-04-2019,06 - 07,216,137
28-04-2019,07 - 08,257,101
28-04-2019,08 - 09,231,80
28-04-2019,09 - 10,249,82
28-04-2019,10 - 11,283,84
28-04-2019,11 - 12,334,95
28-04-2019,12 - 13,404,116
28-04-2019,13 - 14,469,131
28-04-2019,14 - 15,471,145
28-04-2019,15 - 16,429,174
28-04-2019,16 - 17,384,235
28-04-2019,17 - 18,350,235
28-04-2019,18 - 19,321,226
28-04-2019,19 - 20,301,206
28-04-2019,20 - 21,286,215
28-04-2019,21 - 22,262,227
28-04-2019,22 - 23,279,220
28-04-2019,23 - 00,288,195
29-04-2019,00 - 01,223,198
29-04-2019,01 - 02,258,204
29-04-2019,02 - 03,352,209
29-04-2019,03 - 04,413,205
29-04-2019,04 - 05,486,220
29-04-2019,05 - 06,514,218
29-04-2019,06 - 07,519,185
29-04-2019,07 - 08,492,173
29-04-2019,08 - 09,413,163
29-04-2019,09 - 10,404,172
29-04-2019,10 - 11,392,191
29-04-2019,11 - 12,406,224
29-04-2019,12 - 13,446,278
29-04-2019,13 - 14,490,307
29-04-2019,14 - 15,512,285
29-04-2019,15 - 16,571,262
29-04-2019,16 - 17,624,255
29-04-2019,17 - 18,654,235
29-04-2019,18 - 19,649,170
29-04-2019,19 - 20,620,113
29-04-2019,20 - 21,575,87
29-04-2019,21 - 22,562,72
29-04-2019,22 - 23,494,72
29-04-2019,23 - 00,439,66
30-04-2019,00 - 01,449,22
30-04-2019,01 - 02,460,16
30-04-2019,02 - 03,463,12
30-04-2019,03 - 04,429,12
30-04-2019,04 - 05,374,16
30-04-2019,05 - 06,314,18
30-04-2019,06 - 07,305,14
30-04-2019,07 - 08,305,12
30-04-2019,08 - 09,302,11
30-04-2019,09 - 10,341,12
30-04-2019,10 - 11,438,11
30-04-2019,11 - 12,550,14
30-04-2019,12 - 13,669,21
30-04-2019,13 - 14,777,32
30-04-2019,14 - 15,837,41
30-04-2019,15 - 16,869,56
30-04-2019,16 - 17,873,74
30-04-2019,17 - 18,855,79
30-04-2019,18 - 19,836,94
30-04-2019,19 - 20,807,132
30-04-2019,20 - 21,802,168
30-04-2019,21 - 22,830,203
30-04-2019,22 - 23,845,235
30-04-2019,23 - 00,871,232
1/5/2019,00 - 01,1324,300
1/5/2019,01 - 02,1336,301
1/5/2019,02 - 03,1261,294
1/5/2019,03 - 04,1264,321
1/5/2019,04 - 05,1372,363
1/5/2019,05 - 06,1541,388
1/5/2019,06 - 07,1700,398
1/5/2019,07 - 08,1929,413
1/5/2019,08 - 09,1993,420
1/5/2019,09 - 10,2098,452
1/5/2019,10 - 11,2233,500
1/5/2019,11 - 12,2303,568
1/5/2019,12 - 13,2375,645
1/5/2019,13 - 14,2482,713
1/5/2019,14 - 15,2684,782
1/5/2019,15 - 16,2923,851
1/5/2019,16 - 17,3111,887
1/5/2019,17 - 18,3215,894
1/5/2019,18 - 19,3316,904
1/5/2019,19 - 20,3314,901
1/5/2019,20 - 21,3324,903
1/5/2019,21 - 22,3273,904
1/5/2019,22 - 23,3228,907
1/5/2019,23 - 00,3314,915
2/5/2019,00 - 01,3437,979
2/5/2019,01 - 02,3421,1006
2/5/2019,02 - 03,3385,996
2/5/2019,03 - 04,3373,977
2/5/2019,04 - 05,3453,1003
2/5/2019,05 - 06,3414,977
2/5/2019,06 - 07,3384,941
2/5/2019,07 - 08,3389,932
2/5/2019,08 - 09,3180,877
2/5/2019,09 - 10,3311,919
2/5/2019,10 - 11,3442,941
2/5/2019,11 - 12,3485,962
2/5/2019,12 - 13,3398,971
2/5/2019,13 - 14,3349,989
2/5/2019,14 - 15,3311,999
2/5/2019,15 - 16,3248,973
2/5/2019,16 - 17,3191,944
2/5/2019,17 - 18,3197,917
2/5/2019,18 - 19,3201,896
2/5/2019,19 - 20,2990,859
2/5/2019,20 - 21,2691,815
2/5/2019,21 - 22,2408,794
2/5/2019,22 - 23,2167,769
2/5/2019,23 - 00,2037,749
3/5/2019,00 - 01,2053,766
3/5/2019,01 - 02,1998,744
3/5/2019,02 - 03,1950,698
3/5/2019,03 - 04,1925,620
3/5/2019,04 - 05,1897,605
3/5/2019,05 - 06,1866,581
3/5/2019,06 - 07,1864,526
3/5/2019,07 - 08,1966,495
3/5/2019,08 - 09,2046,481
3/5/2019,09 - 10,2265,544
3/5/2019,10 - 11,2390,604
3/5/2019,11 - 12,2557,660
3/5/2019,12 - 13,2676,725
3/5/2019,13 - 14,2816,813
3/5/2019,14 - 15,2880,865
3/5/2019,15 - 16,2841,869
3/5/2019,16 - 17,2740,852
3/5/2019,17 - 18,2647,822
3/5/2019,18 - 19,2405,811
3/5/2019,19 - 20,2072,791
3/5/2019,20 - 21,1819,747
3/5/2019,21 - 22,1609,716
3/5/2019,22 - 23,1421,698
3/5/2019,23 - 00,1319,711
4/5/2019,00 - 01,1501,794
4/5/2019,01 - 02,1322,782
4/5/2019,02 - 03,1249,742
4/5/2019,03 - 04,1206,682
4/5/2019,04 - 05,1206,661
4/5/2019,05 - 06,1259,627
4/5/2019,06 - 07,1339,533
4/5/2019,07 - 08,1441,437
4/5/2019,08 - 09,1412,339
4/5/2019,09 - 10,1495,264
4/5/2019,10 - 11,1514,222
4/5/2019,11 - 12,1568,211
4/5/2019,12 - 13,1646,219
4/5/2019,13 - 14,1708,231
4/5/2019,14 - 15,1667,256
4/5/2019,15 - 16,1550,271
4/5/2019,16 - 17,1424,280
4/5/2019,17 - 18,1314,269
4/5/2019,18 - 19,1133,246
4/5/2019,19 - 20,878,230
4/5/2019,20 - 21,643,183
4/5/2019,21 - 22,496,112
4/5/2019,22 - 23,463,80
4/5/2019,23 - 00,465,58
5/5/2019,00 - 01,561,51
5/5/2019,01 - 02,646,63
5/5/2019,02 - 03,695,84
5/5/2019,03 - 04,708,85
5/5/2019,04 - 05,784,90
5/5/2019,05 - 06,867,86
5/5/2019,06 - 07,958,68
5/5/2019,07 - 08,1029,65
5/5/2019,08 - 09,1150,71
5/5/2019,09 - 10,1357,99
5/5/2019,10 - 11,1545,135
5/5/2019,11 - 12,1689,155
5/5/2019,12 - 13,1828,181
5/5/2019,13 - 14,1968,221
5/5/2019,14 - 15,2091,262
5/5/2019,15 - 16,2197,299
5/5/2019,16 - 17,2349,355
5/5/2019,17 - 18,2481,408
5/5/2019,18 - 19,2459,424
5/5/2019,19 - 20,2350,451
5/5/2019,20 - 21,2342,461
5/5/2019,21 - 22,2338,464
5/5/2019,22 - 23,2266,463
5/5/2019,23 - 00,2261,471
6/5/2019,00 - 01,2333,536
6/5/2019,01 - 02,2206,554
6/5/2019,02 - 03,2133,587
6/5/2019,03 - 04,2101,601
6/5/2019,04 - 05,2113,668
6/5/2019,05 - 06,2087,670
6/5/2019,06 - 07,2093,604
6/5/2019,07 - 08,2199,560
6/5/2019,08 - 09,2209,524
6/5/2019,09 - 10,2419,534
6/5/2019,10 - 11,2566,547
6/5/2019,11 - 12,2713,581
6/5/2019,12 - 13,2820,624
6/5/2019,13 - 14,2885,675
6/5/2019,14 - 15,2891,734
6/5/2019,15 - 16,2855,793
6/5/2019,16 - 17,2802,833
6/5/2019,17 - 18,2824,839
6/5/2019,18 - 19,2809,809
6/5/2019,19 - 20,2688,781
6/5/2019,20 - 21,2498,766
6/5/2019,21 - 22,2408,732
6/5/2019,22 - 23,2484,720
6/5/2019,23 - 00,2501,721
7/5/2019,00 - 01,2344,681
7/5/2019,01 - 02,2335,681
7/5/2019,02 - 03,2311,669
7/5/2019,03 - 04,2273,647
7/5/2019,04 - 05,2325,694
7/5/2019,05 - 06,2308,709
7/5/2019,06 - 07,2304,671
7/5/2019,07 - 08,2325,628
7/5/2019,08 - 09,2229,589
7/5/2019,09 - 10,2276,585
7/5/2019,10 - 11,2242,558
7/5/2019,11 - 12,2264,557
7/5/2019,12 - 13,2317,538
7/5/2019,13 - 14,2362,520
7/5/2019,14 - 15,2375,567
7/5/2019,15 - 16,2372,589
7/5/2019,16 - 17,2365,588
7/5/2019,17 - 18,2329,550
7/5/2019,18 - 19,2156,476
7/5/2019,19 - 20,1876,369
7/5/2019,20 - 21,1577,288
7/5/2019,21 - 22,1318,216
7/5/2019,22 - 23,1127,159
7/5/2019,23 - 00,995,114
8/5/2019,00 - 01,607,35
8/5/2019,01 - 02,523,36
8/5/2019,02 - 03,419,41
8/5/2019,03 - 04,379,90
8/5/2019,04 - 05,345,132
8/5/2019,05 - 06,311,133
8/5/2019,06 - 07,296,106
8/5/2019,07 - 08,299,103
8/5/2019,08 - 09,320,105
8/5/2019,09 - 10,389,129
8/5/2019,10 - 11,493,141
8/5/2019,11 - 12,584,154
8/5/2019,12 - 13,684,188
8/5/2019,13 - 14,797,222
8/5/2019,14 - 15,910,249
8/5/2019,15 - 16,1042,282
8/5/2019,16 - 17,1207,320
8/5/2019,17 - 18,1402,376
8/5/2019,18 - 19,1582,464
8/5/2019,19 - 20,1719,560
8/5/2019,20 - 21,1868,632
8/5/2019,21 - 22,2065,649
8/5/2019,22 - 23,2269,650
8/5/2019,23 - 00,2335,643
9/5/2019,00 - 01,1977,566
9/5/2019,01 - 02,1860,513
9/5/2019,02 - 03,1703,472
9/5/2019,03 - 04,1521,453
9/5/2019,04 - 05,1393,415
9/5/2019,05 - 06,1296,352
9/5/2019,06 - 07,1190,246
9/5/2019,07 - 08,1090,173
9/5/2019,08 - 09,959,137
9/5/2019,09 - 10,922,152
9/5/2019,10 - 11,883,148
9/5/2019,11 - 12,873,130
9/5/2019,12 - 13,854,110
9/5/2019,13 - 14,781,90
9/5/2019,14 - 15,704,71
9/5/2019,15 - 16,663,51
9/5/2019,16 - 17,605,37
9/5/2019,17 - 18,556,31
9/5/2019,18 - 19,476,30
9/5/2019,19 - 20,410,32
9/5/2019,20 - 21,380,42
9/5/2019,21 - 22,431,65
9/5/2019,22 - 23,550,81
9/5/2019,23 - 00,637,72
10/5/2019,00 - 01,685,133
10/5/2019,01 - 02,735,134
10/5/2019,02 - 03,708,109
10/5/2019,03 - 04,641,114
10/5/2019,04 - 05,601,101
10/5/2019,05 - 06,536,91
10/5/2019,06 - 07,607,82
10/5/2019,07 - 08,696,77
10/5/2019,08 - 09,725,72
10/5/2019,09 - 10,806,82
10/5/2019,10 - 11,943,107
10/5/2019,11 - 12,1074,137
10/5/2019,12 - 13,1244,193
10/5/2019,13 - 14,1441,274
10/5/2019,14 - 15,1646,338
10/5/2019,15 - 16,1867,420
10/5/2019,16 - 17,1996,497
10/5/2019,17 - 18,2134,542
10/5/2019,18 - 19,2188,518
10/5/2019,19 - 20,2064,464
10/5/2019,20 - 21,1933,436
10/5/2019,21 - 22,1863,380
10/5/2019,22 - 23,1874,353
10/5/2019,23 - 00,1914,374
11/5/2019,00 - 01,1348,274
11/5/2019,01 - 02,1318,251
11/5/2019,02 - 03,1267,196
11/5/2019,03 - 04,1237,148
11/5/2019,04 - 05,1219,127
11/5/2019,05 - 06,1145,113
11/5/2019,06 - 07,1076,88
11/5/2019,07 - 08,1064,73
11/5/2019,08 - 09,1082,69
11/5/2019,09 - 10,1114,65
11/5/2019,10 - 11,1134,60
11/5/2019,11 - 12,1184,60
11/5/2019,12 - 13,1304,72
11/5/2019,13 - 14,1484,93
11/5/2019,14 - 15,1662,108
11/5/2019,15 - 16,1851,130
11/5/2019,16 - 17,2039,155
11/5/2019,17 - 18,2163,177
11/5/2019,18 - 19,2216,195
11/5/2019,19 - 20,2166,208
11/5/2019,20 - 21,2048,228
11/5/2019,21 - 22,1951,283
11/5/2019,22 - 23,2006,352
11/5/2019,23 - 00,2096,365
12/5/2019,00 - 01,2192,404
12/5/2019,01 - 02,2190,409
12/5/2019,02 - 03,2181,449
12/5/2019,03 - 04,2119,467
12/5/2019,04 - 05,2102,500
12/5/2019,05 - 06,2061,506
12/5/2019,06 - 07,1970,510
12/5/2019,07 - 08,1860,487
12/5/2019,08 - 09,1756,450
12/5/2019,09 - 10,1761,424
12/5/2019,10 - 11,1729,403
12/5/2019,11 - 12,1777,400
12/5/2019,12 - 13,1817,389
12/5/2019,13 - 14,1856,377
12/5/2019,14 - 15,1890,376
12/5/2019,15 - 16,1930,374
12/5/2019,16 - 17,1994,380
12/5/2019,17 - 18,2010,393
12/5/2019,18 - 19,1957,419
12/5/2019,19 - 20,1824,434
12/5/2019,20 - 21,1668,401
12/5/2019,21 - 22,1611,320
12/5/2019,22 - 23,1662,243
12/5/2019,23 - 00,1689,236
13-05-2019,00 - 01,1574,269
13-05-2019,01 - 02,1597,267
13-05-2019,02 - 03,1566,291
13-05-2019,03 - 04,1499,269
13-05-2019,04 - 05,1386,260
13-05-2019,05 - 06,1378,237
13-05-2019,06 - 07,1321,218
13-05-2019,07 - 08,1212,204
13-05-2019,08 - 09,1189,200
13-05-2019,09 - 10,1167,216
13-05-2019,10 - 11,1218,240
13-05-2019,11 - 12,1277,255
13-05-2019,12 - 13,1261,264
13-05-2019,13 - 14,1286,281
13-05-2019,14 - 15,1258,273
13-05-2019,15 - 16,1159,253
13-05-2019,16 - 17,1078,241
13-05-2019,17 - 18,1070,244
13-05-2019,18 - 19,1002,224
13-05-2019,19 - 20,880,185
13-05-2019,20 - 21,804,160
13-05-2019,21 - 22,773,163
13-05-2019,22 - 23,723,172
13-05-2019,23 - 00,626,153
14-05-2019,00 - 01,474,192
14-05-2019,01 - 02,368,192
14-05-2019,02 - 03,261,141
14-05-2019,03 - 04,196,97
14-05-2019,04 - 05,143,63
14-05-2019,05 - 06,109,46
14-05-2019,06 - 07,70,35
14-05-2019,07 - 08,50,23
14-05-2019,08 - 09,44,17
14-05-2019,09 - 10,49,14
14-05-2019,10 - 11,57,19
14-05-2019,11 - 12,71,25
