Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2019,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
28-11-2017,20 - 21,"40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98","40,00","34,98"
28-11-2017,21 - 22,"39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58","39,05","33,58"
28-11-2017,22 - 23,"38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22","38,37","32,22"
28-11-2017,23 - 00,"34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82","34,94","30,82"
29-11-2017,00 - 01,"34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48","34,93","30,48"
29-11-2017,01 - 02,"34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04","34,42","30,04"
29-11-2017,02 - 03,"33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80","33,90","29,80"
29-11-2017,03 - 04,"33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21","33,39","30,21"
29-11-2017,04 - 05,"33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13","33,39","31,13"
29-11-2017,05 - 06,"34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05","34,05","33,05"
29-11-2017,06 - 07,"35,35","34,30","35,35","34,30","35,35","34,30","35,35","34,30","35,35","34,30","35,35","34,30","35,35","34,30","35,35","34,30","44,65","34,30","44,65","34,30","35,35","34,30","44,65","34,30"
29-11-2017,07 - 08,"57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71","57,60","56,71"
29-11-2017,08 - 09,"69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83","69,35","68,83"
29-11-2017,09 - 10,"54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26","54,00","53,26"
29-11-2017,10 - 11,"49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37","49,90","49,37"
29-11-2017,11 - 12,"45,30","44,75","45,30","44,75","45,30","44,75","45,30","44,75","45,30","44,75","45,30","44,75","45,30","44,75","45,30","44,75","48,04","48,04","45,30","44,75","45,30","44,75","48,04","48,04"
29-11-2017,12 - 13,"48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91","48,10","46,91"
29-11-2017,13 - 14,"46,20","44,74","46,20","44,74","46,20","44,74","46,20","44,74","46,20","44,74","46,20","44,74","46,20","44,74","46,20","44,74","67,75","67,75","67,75","67,75","46,20","44,74","67,75","67,75"
29-11-2017,14 - 15,"48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","48,10","68,93","68,93","68,93","68,93","48,10","48,10","68,93","68,93"
29-11-2017,15 - 16,"64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","64,83","88,23","88,23","88,23","88,23","64,83","64,83","88,23","88,23"
29-11-2017,16 - 17,"94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","94,67","95,45","95,45","95,45","95,45","94,67","94,67","95,45","95,45"
29-11-2017,17 - 18,"114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68","114,70","48,68"
29-11-2017,18 - 19,"68,84","33,90","68,84","33,90","68,84","33,90","68,84","33,90","68,84","33,90","68,84","33,90","68,84","33,90","68,84","33,90","71,36","33,90","68,84","33,90","68,84","33,90","71,36","33,90"
29-11-2017,19 - 20,"41,07","32,00","41,07","32,00","41,07","32,00","41,07","32,00","41,07","32,00","41,07","32,00","41,07","32,00","41,07","32,00","48,06","32,00","41,07","32,00","41,07","32,00","48,06","32,00"
29-11-2017,20 - 21,"36,41","32,00","36,41","32,00","36,41","32,00","36,41","32,00","36,41","32,00","36,41","32,00","36,41","32,00","36,41","32,00","43,62","32,00","36,41","32,00","37,84","32,00","43,62","32,00"
29-11-2017,21 - 22,"35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","35,87","36,00","36,00","35,87","35,87","35,87","35,87","36,00","36,00"
29-11-2017,22 - 23,"36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36","36,20","33,36"
29-11-2017,23 - 00,"35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00","35,96","32,00"
30-11-2017,00 - 01,"31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73","31,73"
30-11-2017,01 - 02,"30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84","30,84"
30-11-2017,02 - 03,"30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65"
30-11-2017,03 - 04,"30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86","30,86"
30-11-2017,04 - 05,"31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96","31,96"
30-11-2017,05 - 06,"34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","33,14","34,30","34,10","34,30","33,14","34,30","33,14"
30-11-2017,06 - 07,"40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","37,29","40,34","39,96","40,34","37,29","40,34","37,29"
30-11-2017,07 - 08,"200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94","200,00","54,94"
30-11-2017,08 - 09,"200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41","200,00","70,41"
30-11-2017,09 - 10,"54,80","53,22","54,80","53,22","54,80","53,22","54,80","53,22","54,80","53,22","54,80","53,22","54,80","53,22","54,80","53,22","56,94","56,94","54,80","53,22","54,80","53,22","56,94","56,94"
30-11-2017,10 - 11,"49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","49,16","56,51","56,51","49,16","49,16","49,16","49,16","56,51","56,51"
30-11-2017,11 - 12,"44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","44,39","53,55","53,55","44,39","44,39","44,39","44,39","53,55","53,55"
30-11-2017,12 - 13,"49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","49,02","50,49","50,49","49,02","49,02","49,02","49,02","50,49","50,49"
30-11-2017,13 - 14,"61,00","50,04","61,00","50,04","61,00","50,04","61,00","50,04","61,00","50,04","61,00","50,04","61,00","50,04","61,00","50,04","61,00","51,29","61,00","50,04","61,00","50,04","61,00","51,29"
30-11-2017,14 - 15,"71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70","71,60","49,70"
30-11-2017,15 - 16,"80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97","80,62","59,97"
30-11-2017,16 - 17,"80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65","80,62","68,65"
30-11-2017,17 - 18,"80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64","80,62","61,64"
30-11-2017,18 - 19,"67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","48,67","67,00","56,89"
30-11-2017,19 - 20,"46,59","39,59","46,59","39,59","46,59","39,59","46,59","39,59","46,59","39,59","46,59","39,59","46,59","39,59","46,59","39,59","46,59","45,10","46,59","39,59","46,59","39,59","46,59","45,10"
30-11-2017,20 - 21,"35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72","35,72"
30-11-2017,21 - 22,"35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38","35,30","34,38"
30-11-2017,22 - 23,"35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88","35,30","32,88"
30-11-2017,23 - 00,"34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92","34,80","30,92"
1/12/2017,00 - 01,"32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24","32,80","31,24"
1/12/2017,01 - 02,"32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02","32,59","30,02"
1/12/2017,02 - 03,"32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76","32,59","29,76"
1/12/2017,03 - 04,"32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77","32,59","29,77"
1/12/2017,04 - 05,"30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40","30,40"
1/12/2017,05 - 06,"31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83","31,83"
1/12/2017,06 - 07,"35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57","35,65","31,57"
1/12/2017,07 - 08,"48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12","48,38","45,12"
1/12/2017,08 - 09,"51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85","51,90","50,85"
1/12/2017,09 - 10,"53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29","53,29"
1/12/2017,10 - 11,"47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02","47,02"
1/12/2017,11 - 12,"48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51","48,30","47,51"
1/12/2017,12 - 13,"60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36","60,00","47,36"
1/12/2017,13 - 14,"60,00","41,51","60,00","41,51","60,00","41,51","60,00","41,51","60,00","41,51","60,00","41,51","60,00","41,51","60,00","41,51","60,00","47,51","60,00","44,07","60,00","41,51","60,00","47,51"
1/12/2017,14 - 15,"60,00","40,90","60,00","40,90","60,00","40,90","60,00","40,90","60,00","40,90","60,00","40,90","60,00","40,90","60,00","40,90","60,00","47,51","60,00","47,51","60,00","40,90","60,00","47,51"
1/12/2017,15 - 16,"50,00","37,89","50,00","37,89","50,00","37,89","50,00","32,66","50,00","37,89","50,00","37,89","50,00","37,89","50,00","37,89","50,00","48,69","50,00","48,69","50,00","37,89","50,00","48,69"
1/12/2017,16 - 17,"50,00","41,52","50,00","41,52","50,00","41,52","50,00","32,56","50,00","41,52","50,00","41,52","50,00","41,52","50,00","41,52","57,39","57,39","57,39","57,39","50,00","41,52","57,39","57,39"
1/12/2017,17 - 18,"65,70","65,70","65,70","65,70","65,70","65,70","32,36","32,36","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70","65,70"
1/12/2017,18 - 19,"40,37","40,37","40,37","40,37","40,37","40,37","32,52","32,52","40,37","40,37","40,37","40,37","40,37","40,37","40,37","40,37","52,10","52,10","40,79","40,79","61,87","61,87","61,87","61,87"
1/12/2017,19 - 20,"38,19","37,62","38,19","37,62","38,19","37,62","38,19","32,29","38,19","37,62","38,19","37,62","38,19","37,62","38,19","37,62","48,29","48,29","38,19","37,62","48,29","48,29","48,29","48,29"
1/12/2017,20 - 21,"35,62","34,62","35,62","34,62","35,62","34,62","35,62","31,09","35,62","34,62","35,62","34,62","35,62","34,62","35,62","34,62","41,43","41,43","35,62","34,62","41,43","41,43","41,43","41,43"
1/12/2017,21 - 22,"33,39","33,39","33,39","33,39","33,39","33,39","31,14","31,14","33,39","33,39","33,39","33,39","33,39","33,39","33,39","33,39","35,07","35,07","33,39","33,39","41,43","41,43","41,43","41,43"
1/12/2017,22 - 23,"32,20","32,20","32,20","32,20","32,20","32,20","31,35","31,35","32,20","32,20","32,20","32,20","32,20","32,20","32,20","32,20","32,20","32,20","32,20","32,20","37,96","37,96","37,96","37,96"
1/12/2017,23 - 00,"30,98","30,98","30,98","30,98","30,98","30,98","30,61","30,61","30,98","30,98","30,98","30,98","30,98","30,98","30,98","30,98","30,98","30,98","30,98","30,98","34,68","34,68","34,68","34,68"
2/12/2017,00 - 01,"31,47","31,47","31,47","31,47","31,47","31,47","31,09","31,09","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47","31,47"
2/12/2017,01 - 02,"30,56","30,56","30,56","30,56","30,56","30,56","30,39","30,39","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56","30,56"
2/12/2017,02 - 03,"29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00","29,92","27,00"
2/12/2017,03 - 04,"29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00","29,80","27,00"
2/12/2017,04 - 05,"29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00"
2/12/2017,05 - 06,"30,32","26,31","30,32","26,31","30,32","26,31","30,13","26,31","30,32","26,31","30,32","26,31","30,32","26,31","30,32","26,31","30,32","26,31","30,32","26,31","30,32","26,31","30,32","26,31"
2/12/2017,06 - 07,"30,80","25,60","30,80","25,60","30,80","25,60","30,59","25,60","30,80","25,60","30,80","25,60","30,80","25,60","30,80","25,60","30,80","25,60","30,80","25,60","30,80","25,60","30,80","25,60"
2/12/2017,07 - 08,"30,95","26,31","30,95","26,31","30,95","26,31","29,60","26,31","30,95","26,31","30,95","26,31","30,95","26,31","30,95","26,31","30,95","26,31","30,95","26,31","30,95","26,31","30,95","26,31"
2/12/2017,08 - 09,"30,93","30,93","30,93","30,93","30,93","30,93","30,33","30,33","30,93","30,93","30,93","30,93","30,93","30,93","30,93","30,93","55,76","30,93","30,93","30,93","35,61","30,93","55,76","30,93"
2/12/2017,09 - 10,"31,54","31,54","31,54","31,54","31,54","31,54","31,38","31,38","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","56,30","31,54","31,54","31,54","31,54","31,54","56,30","31,54"
2/12/2017,10 - 11,"31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","56,30","31,88","31,88","31,88","31,88","31,88","56,30","31,88"
2/12/2017,11 - 12,"31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","31,65","49,04","31,65","31,65","31,65","31,65","31,65","49,04","31,65"
2/12/2017,12 - 13,"31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11"
2/12/2017,13 - 14,"30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74"
2/12/2017,14 - 15,"30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71"
2/12/2017,15 - 16,"31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05"
2/12/2017,16 - 17,"31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33","31,67","28,33"
2/12/2017,17 - 18,"31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00","31,90","28,00"
2/12/2017,18 - 19,"31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12","31,23","26,12"
2/12/2017,19 - 20,"30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29","30,02","25,29"
2/12/2017,20 - 21,"29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28","29,43","24,28"
2/12/2017,21 - 22,"28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27","28,82","23,27"
2/12/2017,22 - 23,"28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27","28,35","23,27"
2/12/2017,23 - 00,"28,01","23,27","28,01","23,27","27,73","23,27","27,73","23,27","28,01","23,27","27,73","23,27","27,73","23,27","27,73","23,27","27,73","23,27","27,73","23,27","27,73","23,27","27,73","23,27"
3/12/2017,00 - 01,"28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80","28,12","22,80"
3/12/2017,01 - 02,"27,87","22,80","27,87","22,80","27,69","22,80","27,69","22,80","27,87","22,80","27,69","22,80","27,69","22,80","27,69","22,80","27,69","22,80","27,69","22,80","27,69","22,80","27,69","22,80"
3/12/2017,02 - 03,"28,00","22,80","28,00","22,80","27,49","22,80","27,49","22,80","28,00","22,80","27,49","22,80","27,49","22,80","27,49","22,80","27,49","22,80","27,49","22,80","28,00","22,80","27,49","22,80"
3/12/2017,03 - 04,"27,61","22,80","27,61","22,80","27,50","22,80","27,50","22,80","27,61","22,80","27,50","22,80","27,50","22,80","27,50","22,80","27,50","22,80","27,50","22,80","27,50","22,80","27,50","22,80"
3/12/2017,04 - 05,"27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80","27,74","22,80"
3/12/2017,05 - 06,"27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00","27,96","24,00"
3/12/2017,06 - 07,"28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00","28,01","24,00"
3/12/2017,07 - 08,"27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80","27,72","22,80"
3/12/2017,08 - 09,"28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30","28,35","23,30"
3/12/2017,09 - 10,"28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82","28,77","24,82"
3/12/2017,10 - 11,"29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84","29,25","25,84"
3/12/2017,11 - 12,"30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57","30,40","29,57"
3/12/2017,12 - 13,"30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10","30,40","26,10"
3/12/2017,13 - 14,"29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10","29,61","26,10"
3/12/2017,14 - 15,"29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90","29,72","27,90"
3/12/2017,15 - 16,"30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90","30,20","27,90"
3/12/2017,16 - 17,"30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92","30,92"
3/12/2017,17 - 18,"31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31"
3/12/2017,18 - 19,"31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05","31,05"
3/12/2017,19 - 20,"30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64"
3/12/2017,20 - 21,"30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22","30,22"
3/12/2017,21 - 22,"30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90","30,17","27,90"
3/12/2017,22 - 23,"29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16","29,42","27,16"
3/12/2017,23 - 00,"28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32","28,25","24,32"
